occupantID,zoneID,occupantName,occupantRole,comfortPreference
O3078,Z070,Margaret Perez,Coordinator,71.6
O3079,Z070,Thomas Gibson,Visitor,72.9
O3080,Z070,Nancy Chaney,Visitor,71.3
O3081,Z070,Matthew Klein,Employee,77.5
O3082,Z070,Robert Smith,Coordinator,73.4
O3083,Z070,Kimberly Ruiz,Visitor,76.2
O3084,Z070,Julia Ward,Researcher,68.0
O3085,Z070,Breanna Moore,Director,74.5
O3086,Z070,Dustin Williams,Coordinator,69.1
O3087,Z793,William Gonzalez,Manager,72.5
O3088,Z793,Paige Bates,Visitor,68.8
O3089,Z793,Anthony Chapman,Technician,74.4
O3090,Z793,Casey Sutton,Analyst,68.4
O3091,Z793,Luis Walker,Coordinator,68.5
O3092,Z793,Barbara Sanchez,Employee,69.7
O3093,Z793,Christopher Randall,Director,71.9
O3094,Z694,Kevin Brewer,Guest,73.2
O3095,Z694,Dawn Bean,Analyst,70.9
O3096,Z694,Joseph Johnson,Employee,75.6
O3097,Z694,Mr. Juan Baker,Specialist,70.1
O3098,Z694,Charles Mendoza,Employee,72.0
O3099,Z694,Joe Franklin,Visitor,70.3
O3100,Z694,Brandi Burnett,Coordinator,74.1
O3101,Z694,Anthony Montes,Employee,74.5
O3102,Z694,Heather Moody,Employee,72.4
O3103,Z175,Karen Dixon,Specialist,74.6
O3104,Z175,Jessica Johnson,Admin,76.2
O3105,Z175,John Allison,Analyst,69.9
O3106,Z175,Cindy Kim,Director,75.0
O3107,Z175,Ricardo Sexton,Manager,76.0
O3108,Z175,Kelly Anderson,Contractor,69.9
O3109,Z175,Laura Ellis,Manager,70.0
O3110,Z938,Beth Rhodes,Coordinator,74.2
O3111,Z938,Kevin Lewis V,Employee,69.0
O3112,Z938,Levi Simmons,Employee,76.7
O3113,Z938,Rebecca Hill,Guest,71.0
O3114,Z938,Rebecca Williams,Specialist,77.5
O3115,Z938,Martin Reid,Manager,77.5
O3116,Z938,Philip Fowler,Engineer,68.4
O3117,Z938,Francis Glover,Executive,74.7
O3118,Z938,Margaret Coleman,Manager,73.4
O3119,Z938,James Butler,Specialist,69.7
O3120,Z938,Brandon Mata,Director,77.9
O3121,Z938,Zachary Ross,Manager,77.5
O3122,Z702,Natalie Costa,Researcher,73.9
O3123,Z702,Jimmy Carter,Analyst,71.8
O3124,Z153,Emily Mercado,Employee,70.0
O3125,Z473,Jimmy Hammond,Visitor,72.6
O3126,Z473,Ryan Carter,Executive,76.6
O3127,Z473,Lauren Bowers,Technician,72.8
O3128,Z473,Arthur Stewart,Admin,75.6
O3129,Z197,Ronald Miranda,Analyst,75.6
O3130,Z197,Paul Rojas,Analyst,73.2
O3131,Z197,Brian Sims,Manager,77.2
O3132,Z197,Sue Sexton,Analyst,74.3
O3133,Z197,Christina Arnold,Researcher,71.0
O3134,Z197,Kathleen Wilson,Executive,68.2
O3135,Z197,Wendy Carter,Engineer,68.4
O3136,Z197,Jacqueline Hodge,Specialist,70.6
O3137,Z197,Joe Curtis,Specialist,70.5
O3138,Z197,Angela Garcia,Coordinator,73.8
O3139,Z523,William Jimenez,Manager,68.4
O3140,Z523,Susan Erickson,Admin,69.5
O3141,Z523,Priscilla Butler,Analyst,69.2
O3142,Z523,Scott Bradley,Executive,71.6
O3143,Z523,Heather Brewer,Coordinator,74.6
O3144,Z523,Michael Mcconnell,Coordinator,71.7
O3145,Z523,Christina Matthews,Executive,71.3
O3146,Z523,Diamond Wilson,Director,75.4
O3147,Z532,Alyssa Kerr,Guest,77.3
O3148,Z532,David Chavez,Manager,77.4
O3149,Z532,Mark Hernandez,Analyst,76.7
O3150,Z532,Janet Harrell,Visitor,74.6
O3151,Z532,Rebecca Beltran,Director,71.7
O3152,Z532,Dalton Smith,Engineer,71.9
O3153,Z532,Mary Jones,Technician,77.9
O3154,Z532,Melissa Young,Executive,77.6
O3155,Z532,Lori Cruz,Admin,73.0
O3156,Z532,Eileen Bean,Guest,73.3
O3157,Z532,Holly Brown,Guest,75.3
O3158,Z532,Erin Holt,Manager,70.6
O3159,Z532,Warren Stone,Specialist,69.3
O3160,Z532,Nicole Kramer,Guest,70.9
O3161,Z532,Curtis Holden,Visitor,76.0
O3162,Z539,Edwin Pope,Admin,77.8
O3163,Z539,Vickie Cruz DVM,Engineer,70.6
O3164,Z539,Kimberly Jones,Specialist,70.1
O3165,Z539,Veronica Parker,Analyst,68.5
O3166,Z539,Joel Wood,Admin,76.2
O3167,Z539,Jesse Sanchez,Admin,72.0
O3168,Z539,Claudia Cook,Visitor,69.0
O3169,Z200,Cheryl Jensen,Admin,73.7
O3170,Z200,Mark Douglas MD,Specialist,72.4
O3171,Z200,Kimberly Moreno,Admin,71.3
O3172,Z200,Amber Elliott,Admin,77.8
O3173,Z200,Jacqueline Williamson,Researcher,68.8
O3174,Z200,Meredith Davenport,Specialist,68.9
O3175,Z200,Amber Williams,Researcher,68.1
O3176,Z200,Shelly Rowland,Guest,74.9
O3177,Z200,Monica Robertson,Technician,72.4
O3178,Z200,Thomas Moore,Coordinator,76.7
O3179,Z200,James Maldonado,Technician,75.0
O3180,Z200,Vanessa Bennett,Contractor,70.4
O3181,Z200,Larry Lopez,Coordinator,75.0
O3182,Z871,Timothy Hill,Engineer,77.7
O3183,Z871,Robert Myers,Executive,71.4
O3184,Z871,Patricia Simmons,Contractor,73.8
O3185,Z871,Anna Perry,Specialist,72.4
O3186,Z871,Michael Hawkins,Coordinator,70.7
O3187,Z871,Amanda Vance,Manager,77.3
O3188,Z871,Vanessa Martin,Visitor,72.1
O3189,Z871,Patrick Jones,Employee,76.5
O3190,Z871,Anna Schultz,Technician,72.2
O3191,Z871,Shannon Owens,Executive,73.6
O3192,Z871,Lydia Hawkins,Visitor,70.0
O3193,Z871,Kevin Chase,Contractor,74.9
O3194,Z871,Andrea Woods,Executive,75.0
O3195,Z871,Carlos Davis,Coordinator,73.0
O3196,Z875,Luis Mejia,Technician,72.1
O3197,Z875,Michelle Baker,Contractor,73.2
O3198,Z875,Scott Wade,Technician,70.6
O3199,Z875,David Lambert,Manager,71.4
O3200,Z875,Lisa Fletcher,Director,70.0
O3201,Z875,Erica Johnson,Manager,68.7
O3202,Z875,Luis Cox,Specialist,69.0
O3203,Z875,Dennis Lowe,Analyst,68.5
O3204,Z875,Vanessa Brown,Engineer,71.1
O3205,Z875,Tyler Craig,Engineer,77.4
O3206,Z875,Andrew Ballard,Technician,76.2
O3207,Z047,Thomas Santiago,Analyst,69.3
O3208,Z047,Brittney Moore,Technician,71.8
O3209,Z047,Madison Johnson,Employee,72.2
O3210,Z047,Aaron Ponce,Visitor,70.5
O3211,Z047,Natalie Morales,Employee,69.8
O3212,Z419,Brent White,Coordinator,72.1
O3213,Z419,Karen Flores,Specialist,72.6
O3214,Z419,Jason Ruiz,Coordinator,68.6
O3215,Z419,Steven Ward,Visitor,71.3
O3216,Z419,Sarah Valencia,Guest,74.6
O3217,Z419,Susan Pierce,Director,76.5
O3218,Z419,Richard Barnes,Admin,77.8
O3219,Z790,Donna Perry,Director,68.9
O3220,Z790,Mrs. Tracy Murphy,Specialist,68.4
O3221,Z790,Michael Hanna,Director,71.4
O3222,Z790,Philip Harper,Specialist,72.1
O3223,Z790,Vernon Shelton,Contractor,75.9
O3224,Z790,David Lynch,Employee,72.5
O3225,Z417,Andrea Ewing,Technician,76.3
O3226,Z417,Michael Wood,Researcher,73.4
O3227,Z417,Amy Parker,Guest,71.3
O3228,Z417,Julie Buck,Executive,75.2
O3229,Z417,Rachel Rios,Manager,76.3
O3230,Z417,Sheryl Peck,Director,71.7
O3231,Z417,Brandon Hayes,Specialist,74.7
O3232,Z417,Jennifer Garcia,Specialist,71.7
O3233,Z417,Casey Lowe,Contractor,75.2
O3234,Z417,Thomas Ferguson,Specialist,74.3
O3235,Z417,Jesus Walker,Executive,76.6
O3236,Z417,Matthew Richard,Engineer,69.7
O3237,Z417,Janice Ross,Guest,74.9
O3238,Z417,Colleen Sheppard,Employee,73.5
O3239,Z417,Lisa Butler,Employee,68.9
O3240,Z178,Michael Parks,Guest,76.1
O3241,Z178,Nicholas Cobb,Guest,73.9
O3242,Z178,Jennifer Spence,Visitor,73.2
O3243,Z178,Janet Christensen,Technician,74.6
O3244,Z178,Jessica Lee,Visitor,70.6
O3245,Z178,John Brown Jr.,Manager,76.5
O3246,Z178,Sandra Henry,Guest,68.0
O3247,Z824,Stacey Berry,Admin,76.9
O3248,Z824,Veronica Bond,Executive,77.8
O3249,Z824,Donna Martinez,Analyst,69.1
O3250,Z824,Joshua Lowery,Contractor,73.1
O3251,Z824,Barbara Gonzalez,Specialist,71.2
O3252,Z824,Jennifer James,Visitor,71.0
O3253,Z527,Sara Martin,Analyst,69.1
O3254,Z527,Stephanie Neal,Manager,72.9
O3255,Z350,Sharon Martinez,Researcher,73.8
O3256,Z350,Matthew Davis,Engineer,76.9
O3257,Z350,Mark Brown,Coordinator,69.5
O3258,Z350,Daniel Todd,Admin,74.5
O3259,Z350,Kendra Jones,Analyst,74.7
O3260,Z350,James Hudson,Guest,76.3
O3261,Z350,Amanda Harris,Employee,73.3
O3262,Z350,Heather Oconnor,Executive,74.4
O3263,Z350,Timothy Yu,Analyst,77.8
O3264,Z350,Sarah Paul,Contractor,75.7
O3265,Z350,Alyssa Brown,Analyst,68.2
O3266,Z350,Tyler Hartman,Employee,75.6
O3267,Z350,Steven Ross,Engineer,75.1
O3268,Z350,Jeremy Mcclure,Executive,75.0
O3269,Z350,Jill Mann,Visitor,76.8
O3270,Z091,Dawn Young,Researcher,76.6
O3271,Z091,John Garcia,Analyst,72.4
O3272,Z091,Christopher Moore,Manager,75.8
O3273,Z091,Nicole Perry,Coordinator,77.6
O3274,Z992,Timothy Martinez,Engineer,77.1
O3275,Z992,Stephanie Calhoun,Contractor,74.1
O3276,Z992,Travis Gordon V,Coordinator,76.6
O3277,Z261,James Morgan,Admin,69.4
O3278,Z261,Anthony Friedman,Executive,75.3
O3279,Z261,Gregory Valdez MD,Researcher,69.0
O3280,Z261,Danielle Flores,Executive,75.4
O3281,Z261,Jennifer Stokes,Technician,68.3
O3282,Z261,Matthew Wood,Coordinator,71.9
O3283,Z261,Christopher Mcdaniel,Director,75.8
O3284,Z261,Erik Estrada,Guest,73.5
O3285,Z261,Collin Daniels,Researcher,72.6
O3286,Z261,Todd Shields,Director,77.0
O3287,Z261,Vernon Nguyen,Guest,70.6
O3288,Z261,Alexis Tyler,Coordinator,75.5
O3289,Z261,Lydia Anderson,Analyst,68.6
O3290,Z112,Jay White,Director,69.8
O3291,Z112,Wendy Brooks,Executive,74.2
O3292,Z112,Cynthia Russell,Guest,70.2
O3293,Z112,Russell Brown,Manager,76.7
O3294,Z112,Carlos Weaver,Employee,71.2
O3295,Z112,Joshua Lyons,Technician,71.6
O3296,Z112,Sara Hawkins,Executive,76.2
O3297,Z112,Karen Rodriguez,Contractor,70.8
O3298,Z112,Connie Jones,Contractor,69.4
O3299,Z987,Jason Burke,Engineer,68.6
O3300,Z987,Joann Zavala,Specialist,68.9
O3301,Z987,Elizabeth Greene,Executive,74.3
O3302,Z987,Nicholas Gardner,Director,69.7
O3303,Z987,Kenneth White,Admin,76.4
O3304,Z987,Amanda Scott,Coordinator,76.2
O3305,Z987,Robert Fox,Executive,77.2
O3306,Z987,Kimberly Jenkins,Guest,75.5
O3307,Z987,Donna Lang,Coordinator,71.2
O3308,Z284,Kelly Collins,Coordinator,75.2
O3309,Z284,Melissa Olson,Manager,77.5
O3310,Z284,Tammy Patton,Technician,69.9
O3311,Z284,Karen Ruiz,Employee,72.0
O3312,Z284,Sharon Ellis,Contractor,75.3
O3313,Z284,Jose Coleman,Executive,77.0
O3314,Z597,Monique Johnson,Director,77.4
O3315,Z597,Angela Dudley,Admin,68.7
O3316,Z597,Theodore Guerrero,Analyst,76.3
O3317,Z597,Emma Patel,Admin,74.6
O3318,Z542,Melissa Hale,Admin,69.7
O3319,Z542,Bruce Fisher,Analyst,76.7
O3320,Z542,Justin Smith,Director,77.1
O3321,Z542,William Chavez,Visitor,75.9
O3322,Z542,Robert Gross,Admin,73.9
O3323,Z542,Nicholas Vaughn,Guest,74.8
O3324,Z542,John Garcia,Analyst,69.7
O3325,Z542,Carmen Hill,Coordinator,68.9
O3326,Z542,Christopher Smith,Engineer,74.3
O3327,Z542,Eric Howe,Manager,75.9
O3328,Z542,Claudia Tyler,Coordinator,74.0
O3329,Z542,Ronald Allen,Contractor,77.7
O3330,Z542,Christopher Reeves,Admin,69.9
O3331,Z796,Christina Dunn,Visitor,77.5
O3332,Z796,Wyatt Tucker,Contractor,77.0
O3333,Z299,Darlene Mitchell,Technician,74.8
O3334,Z299,Jesse Spears,Analyst,74.6
O3335,Z299,Lisa Walker,Admin,76.0
O3336,Z299,Anna Taylor,Director,69.5
O3337,Z299,Shannon Munoz,Contractor,68.8
O3338,Z299,Kenneth Black,Director,76.8
O3339,Z299,Thomas Macias,Director,69.1
O3340,Z299,Travis Mack,Analyst,74.4
O3341,Z299,Carlos Miller,Executive,68.7
O3342,Z299,Yvonne Williams,Manager,71.3
O3343,Z299,Michelle Hayes,Visitor,72.2
O3344,Z299,Julian Bishop,Analyst,77.1
O3345,Z273,Vincent Best,Coordinator,68.4
O3346,Z273,Christian Davis,Director,76.6
O3347,Z273,Sara Harris,Admin,69.9
O3348,Z273,Jack Mills,Technician,73.4
O3349,Z273,Phillip Brown,Executive,71.6
O3350,Z273,Anthony Miller,Specialist,77.3
O3351,Z273,Kayla Cannon,Director,73.8
O3352,Z273,Joshua Davis,Manager,72.1
O3353,Z273,Rachel Gonzalez,Technician,74.2
O3354,Z892,Angela Gomez,Director,74.5
O3355,Z892,Ruben Collins,Visitor,76.9
O3356,Z892,Angel Williams,Guest,69.8
O3357,Z892,Krystal Diaz,Visitor,74.6
O3358,Z892,Dalton Arroyo,Visitor,75.2
O3359,Z892,Deborah Cross,Employee,70.9
O3360,Z892,Jennifer Harris,Analyst,76.7
O3361,Z892,Sue Phillips DDS,Engineer,73.6
O3362,Z892,Elizabeth Thomas,Director,69.0
O3363,Z892,Katherine Conner MD,Employee,72.3
O3364,Z892,George Aguilar,Executive,72.8
O3365,Z892,Chelsea Martinez,Coordinator,74.3
O3366,Z953,Kelly Hanson,Specialist,76.7
O3367,Z953,Christian Paul,Employee,72.5
O3368,Z953,Harry Lynch,Manager,68.5
O3369,Z780,Jeremy Mitchell,Engineer,68.9
O3370,Z780,Michelle Scott,Specialist,75.2
O3371,Z780,Frank Klein,Visitor,73.1
O3372,Z780,Glen Murphy,Engineer,70.6
O3373,Z696,Scott Johnson,Contractor,72.9
O3374,Z696,Amy Hardy,Analyst,74.4
O3375,Z696,Michael Crawford,Guest,76.5
O3376,Z696,Paul Schwartz,Director,69.7
O3377,Z696,Eric Fowler,Executive,73.8
O3378,Z696,Carolyn Lyons,Engineer,73.3
O3379,Z696,Gabriel Smith,Specialist,74.6
O3380,Z696,Justin Torres,Specialist,72.6
O3381,Z696,Danny Marshall,Analyst,68.6
O3382,Z696,Michael Bradford,Specialist,76.3
O3383,Z696,Sandra Lane,Engineer,69.3
O3384,Z380,Ricky Ray,Executive,75.0
O3385,Z380,Joshua Bennett,Employee,75.6
O3386,Z380,Marie Gray,Specialist,73.3
O3387,Z380,Jessica Walters,Researcher,68.4
O3388,Z380,Manuel Joseph,Specialist,74.1
O3389,Z380,Emily Bennett,Analyst,68.2
O3390,Z380,Ricky Bennett,Engineer,76.8
O3391,Z978,Victoria Gilbert,Guest,73.8
O3392,Z978,Annette Jones,Admin,74.3
O3393,Z429,Amanda Perry,Director,70.3
O3394,Z429,Robert Edwards,Executive,76.1
O3395,Z789,James Jones,Technician,76.8
O3396,Z789,James Moore,Guest,74.8
O3397,Z789,Pamela Diaz,Technician,76.2
O3398,Z789,Carla Brown,Executive,71.2
O3399,Z789,Edward Atkinson,Engineer,72.5
O3400,Z789,Patricia Chen,Director,69.9
O3401,Z789,Rodney Holmes,Engineer,73.5
O3402,Z789,Tamara Carroll,Technician,71.7
O3403,Z789,Dawn Murphy,Executive,72.7
O3404,Z789,Cody Summers,Manager,69.8
O3405,Z789,Michael Gibbs,Coordinator,68.9
O3406,Z789,John Rosales,Technician,75.1
O3407,Z421,John Wilkerson,Executive,72.8
O3408,Z421,Jordan Harrison,Analyst,69.8
O3409,Z421,Scott Smith,Admin,69.9
O3410,Z421,Adrian Salazar,Employee,73.7
O3411,Z421,Lisa Contreras,Admin,74.2
O3412,Z421,Sonya Moreno,Executive,76.2
O3413,Z421,Lawrence Henderson,Contractor,74.4
O3414,Z421,Joy Whitney,Researcher,72.7
O3415,Z421,Daniel Park,Specialist,74.7
O3416,Z421,Ashley Gomez,Manager,69.5
O3417,Z421,Michael Smith,Engineer,75.2
O3418,Z575,Justin Robinson,Engineer,72.1
O3419,Z559,Stephanie Williamson,Coordinator,76.9
O3420,Z559,Taylor Ballard,Specialist,73.3
O3421,Z559,Miranda Evans,Director,68.8
O3422,Z559,Tanya Bryant,Executive,76.5
O3423,Z559,Robert Mendoza,Coordinator,72.5
O3424,Z559,Rose Jones,Executive,77.7
O3425,Z559,Steven Henderson,Coordinator,74.1
O3426,Z559,Kelly Chung,Analyst,75.2
O3427,Z559,Chelsea Chan,Engineer,72.2
O3428,Z433,Alvin Henderson,Coordinator,71.0
O3429,Z433,Dr. Valerie Anderson,Visitor,73.8
O3430,Z433,Michelle Jones,Analyst,73.5
O3431,Z433,Christopher Williams,Admin,73.5
O3432,Z433,Jeffrey Bishop,Engineer,75.3
O3433,Z433,Chad Thomas,Visitor,77.6
O3434,Z433,William Young,Technician,77.3
O3435,Z433,Tyrone Dominguez,Contractor,68.3
O3436,Z433,Katherine Young,Analyst,73.3
O3437,Z433,Anthony Kennedy,Researcher,68.1
O3438,Z433,Stephanie Hernandez,Contractor,73.7
O3439,Z433,Carrie Snyder,Manager,74.7
O3440,Z433,Christine Camacho,Analyst,77.4
O3441,Z433,Jill Hays,Technician,71.5
O3442,Z433,Rachel Vazquez,Analyst,74.0
O3443,Z048,Jessica Hines,Director,75.4
O3444,Z048,Steven Dudley,Employee,72.1
O3445,Z048,Shawn Gaines,Analyst,75.3
O3446,Z048,Austin Houston,Director,77.0
O3447,Z048,Carlos Lopez,Director,71.2
O3448,Z048,Anna Jones,Contractor,76.0
O3449,Z048,Todd Brewer,Engineer,73.3
O3450,Z048,Justin Harmon,Guest,77.6
O3451,Z148,Diane Roberts,Employee,78.0
O3452,Z148,Michelle Green,Employee,76.4
O3453,Z148,Lauren Pennington,Analyst,71.0
O3454,Z148,Kevin Rivera,Employee,74.6
O3455,Z148,Susan Harrison,Technician,69.9
O3456,Z148,Brandon Cooper,Visitor,76.3
O3457,Z148,Maria Hampton,Analyst,75.5
O3458,Z148,Mark Mcknight,Executive,74.2
O3459,Z637,Jay Franklin,Guest,73.2
O3460,Z637,Michelle Harvey,Guest,70.4
O3461,Z637,Lawrence Green,Analyst,68.7
O3462,Z637,Joel Key,Guest,70.1
O3463,Z533,Timothy Townsend,Director,75.7
O3464,Z533,Jordan Grant,Coordinator,76.1
O3465,Z533,Allison Robinson,Visitor,71.0
O3466,Z533,Morgan Bell,Researcher,77.5
O3467,Z533,Sara Evans,Admin,70.1
O3468,Z533,Greg Sanchez,Executive,74.8
O3469,Z582,Heather Waters,Coordinator,77.8
O3470,Z582,John Thompson,Contractor,73.2
O3471,Z582,Jennifer Rivera,Employee,72.7
O3472,Z582,Joshua Johnson,Manager,75.0
O3473,Z582,Donald Chang,Coordinator,73.6
O3474,Z582,Ronald Bishop,Admin,68.7
O3475,Z582,Eugene Vega,Contractor,70.2
O3476,Z582,Jonathan Jones,Executive,73.4
O3477,Z582,Emily Moore,Employee,77.2
O3478,Z582,Michael Olson,Researcher,70.3
O3479,Z582,Donna Hall,Employee,77.8
O3480,Z582,Lisa Washington MD,Researcher,75.1
O3481,Z436,Lisa Alexander,Coordinator,77.7
O3482,Z436,Amber Obrien,Technician,76.0
O3483,Z436,Heather Johnson,Director,74.8
O3484,Z171,Tiffany Lara,Manager,71.0
O3485,Z171,Evelyn Hernandez,Visitor,77.2
O3486,Z171,John Smith,Researcher,75.2
O3487,Z171,Richard Hill,Technician,70.4
O3488,Z171,Richard Anderson,Researcher,72.4
O3489,Z171,Julie Walker,Manager,73.3
O3490,Z171,Angela Reyes,Visitor,73.8
O3491,Z343,Keith Camacho,Analyst,68.4
O3492,Z343,Jenna Jones,Employee,72.6
O3493,Z343,Lisa Haas,Manager,73.8
O3494,Z394,Michael Price,Admin,72.8
O3495,Z394,James Allen,Analyst,70.2
O3496,Z394,Evan Koch,Specialist,71.5
O3497,Z394,Jason Castro,Manager,76.2
O3498,Z394,Madeline Williams,Engineer,71.3
O3499,Z394,Kristine Pennington,Admin,76.0
O3500,Z394,Julie Campos,Guest,72.1
O3501,Z394,Joyce Rodriguez,Guest,72.2
O3502,Z394,Jason Smith,Employee,76.0
O3503,Z394,Christopher Mejia,Manager,76.9
O3504,Z394,Tyler Jennings,Contractor,74.5
O3505,Z394,Cameron Thompson,Specialist,74.7
O3506,Z394,Jesse Ball,Visitor,71.5
O3507,Z925,Jeffrey Mendoza,Researcher,76.3
O3508,Z925,Matthew Turner,Specialist,76.3
O3509,Z925,Johnathan Johnson,Director,75.5
O3510,Z925,Andrea Richardson,Director,70.9
O3511,Z925,Kimberly Baker,Admin,76.2
O3512,Z925,Darrell Mckinney,Director,72.1
O3513,Z925,Joseph Soto,Technician,70.4
O3514,Z451,Kyle Williams,Manager,77.8
O3515,Z451,Thomas Garcia,Specialist,73.9
O3516,Z451,Nicole Hopkins,Employee,73.5
O3517,Z451,Joseph Lawson,Director,73.4
O3518,Z002,Vanessa Black,Visitor,71.1
O3519,Z002,John Acosta,Technician,73.3
O3520,Z002,Shelley Cook,Analyst,75.9
O3521,Z002,Timothy Hays,Executive,69.6
O3522,Z002,Bradley Wood,Employee,75.0
O3523,Z002,Elizabeth Diaz,Researcher,68.6
O3524,Z520,Christopher Peterson,Guest,72.0
O3525,Z520,Mary Vaughn,Analyst,70.3
O3526,Z520,Kyle Smith,Analyst,72.0
O3527,Z603,Gary Harrison,Visitor,71.1
O3528,Z603,Kristin Morgan,Coordinator,77.0
O3529,Z603,Victoria Park,Executive,76.6
O3530,Z603,Stacey Salazar,Engineer,72.9
O3531,Z603,William Perkins,Guest,77.3
O3532,Z603,Larry Swanson,Visitor,70.5
O3533,Z603,Jessica Booth,Coordinator,76.6
O3534,Z603,Terry Trevino,Researcher,70.6
O3535,Z603,Timothy Austin,Employee,74.9
O3536,Z614,Casey White,Researcher,72.4
O3537,Z614,Jamie Robinson,Coordinator,75.2
O3538,Z614,Christopher Payne,Analyst,72.6
O3539,Z614,William Jimenez,Manager,77.9
O3540,Z614,Erin Hanson,Technician,75.3
O3541,Z614,James Mayo,Specialist,70.9
O3542,Z614,Julie Barnes,Coordinator,74.7
O3543,Z614,Michelle Bailey,Engineer,74.4
O3544,Z614,Adam Smith,Manager,71.1
O3545,Z614,Erin Brooks,Visitor,75.8
O3546,Z223,Norman Jenkins,Analyst,70.0
O3547,Z223,William Perry,Guest,77.7
O3548,Z223,Kevin Ayers,Engineer,70.9
O3549,Z223,Eric Peterson,Coordinator,68.1
O3550,Z223,Haley Mueller,Technician,74.8
O3551,Z223,Rachel Summers,Specialist,74.4
O3552,Z223,John Patterson,Employee,68.1
O3553,Z258,Holly Galvan,Guest,74.1
O3554,Z258,Chad Hall,Admin,70.9
O3555,Z258,Donna Barber,Researcher,77.6
O3556,Z258,Vincent Lee,Researcher,75.4
O3557,Z258,Christian Smith,Manager,76.2
O3558,Z258,Jasmine Spencer,Employee,76.5
O3559,Z258,Nathan Hernandez,Employee,74.0
O3560,Z258,Randall Gordon,Executive,68.3
O3561,Z258,Jeremiah Fields,Guest,74.4
O3562,Z258,Ashley Durham MD,Executive,70.5
O3563,Z258,Lindsay Waters,Contractor,75.8
O3564,Z258,Joseph Williams,Manager,73.8
O3565,Z258,Shelly Grant,Executive,77.8
O3566,Z418,Jerome Hill,Manager,68.2
O3567,Z418,Janet Dawson,Coordinator,74.6
O3568,Z418,Wendy White,Engineer,76.7
O3569,Z418,Elizabeth Vargas,Visitor,76.2
O3570,Z742,Rebecca Smith,Technician,77.2
O3571,Z742,Jose Fisher,Manager,77.1
O3572,Z742,Laura King,Technician,71.0
O3573,Z257,Clinton Hall,Admin,72.6
O3574,Z253,Lisa Thompson,Executive,76.7
O3575,Z253,Elizabeth Wang,Visitor,69.2
O3576,Z253,Susan Glenn,Admin,68.8
O3577,Z253,Ariel Sharp,Guest,73.1
O3578,Z253,Angie Lane,Coordinator,73.6
O3579,Z253,Wanda Stout,Executive,77.9
O3580,Z253,Jason Khan,Admin,74.4
O3581,Z253,Nicholas Dudley,Researcher,75.0
O3582,Z253,Kimberly West,Technician,68.4
O3583,Z253,Emma Butler,Admin,71.6
O3584,Z255,Dr. Tammy Harding,Contractor,75.6
O3585,Z255,Brandon Benitez,Researcher,69.5
O3586,Z255,Devon Butler,Engineer,76.2
O3587,Z255,Matthew Hernandez,Technician,68.0
O3588,Z255,Jennifer Salazar,Manager,77.1
O3589,Z255,David Sloan,Executive,73.8
O3590,Z255,Dan Snyder,Director,70.6
O3591,Z255,Mary Jones,Visitor,75.8
O3592,Z255,Ashley Rojas,Director,68.4
O3593,Z255,William Simmons,Analyst,68.4
O3594,Z255,Robin Ellis,Coordinator,69.9
O3595,Z255,Jordan Costa,Technician,76.0
O3596,Z255,Melanie Murphy,Technician,69.9
O3597,Z255,John Soto,Researcher,74.3
O3598,Z562,William York,Coordinator,75.8
O3599,Z562,Jonathan Hines,Admin,74.4
O3600,Z562,Tracy Rodriguez,Visitor,75.3
O3601,Z562,Jose Torres,Engineer,76.7
O3602,Z562,Rebecca Thomas,Coordinator,70.4
O3603,Z562,Joseph Mccarthy,Admin,77.0
O3604,Z562,Perry Wright,Manager,73.3
O3605,Z562,Tonya Combs,Visitor,69.1
O3606,Z985,Brooke Stone,Contractor,73.0
O3607,Z985,Justin Little,Analyst,73.0
O3608,Z985,Kelli Braun,Manager,71.5
O3609,Z985,Jonathan Landry,Executive,73.9
O3610,Z985,Andrew Blevins,Admin,77.6
O3611,Z985,Andrew Daniels,Visitor,72.2
O3612,Z985,Steven Moreno,Visitor,68.6
O3613,Z985,Christine Nielsen,Employee,73.7
O3614,Z985,Donald Flowers,Employee,75.3
O3615,Z985,Timothy Montes,Analyst,73.9
O3616,Z985,Alexander Mooney,Coordinator,76.1
O3617,Z985,Brian Burgess,Analyst,75.8
O3618,Z566,Keith Buchanan,Guest,71.1
O3619,Z566,Aaron Cruz,Technician,74.7
O3620,Z566,Adam Aguilar,Admin,74.8
O3621,Z566,Michael Trevino,Executive,72.8
O3622,Z566,Justin Stout,Admin,69.5
O3623,Z566,Allison Conrad,Guest,75.3
O3624,Z566,Catherine Jackson,Contractor,71.2
O3625,Z566,Austin Simpson,Contractor,69.5
O3626,Z566,Nicholas Burns,Admin,74.4
O3627,Z566,Christopher Leach,Engineer,68.3
O3628,Z844,Katie Thomas,Contractor,68.5
O3629,Z844,Tamara Davis,Admin,68.6
O3630,Z844,Melissa Smith,Researcher,70.5
O3631,Z844,Alex Flores,Executive,68.1
O3632,Z844,Jonathan Griffith,Executive,71.5
O3633,Z844,Haley Patterson,Technician,68.8
O3634,Z844,Lawrence Watts,Employee,72.3
O3635,Z844,Kenneth Black,Researcher,71.9
O3636,Z844,Jason James,Engineer,68.3
O3637,Z844,Damon Holmes,Manager,71.3
O3638,Z844,Chris Medina MD,Analyst,76.0
O3639,Z560,Gabriel Wolfe,Director,71.9
O3640,Z560,Sharon Perkins,Specialist,74.4
